study_id,decision,cumulative_score,overall_notes,reasons_domains,reasons_codes,reasons_texts,population_matched_must_include,population_missing_must_include,population_exclude_flags_triggered,intervention_matched_must_include_any_of,intervention_exclude_flags_triggered,comparator_required,comparator_accept_single_arm,comparator_matched_must_include_any_of,comparator_missing,comparator_notes,outcomes_matched_required_any_of,outcomes_exclude_if_only_triggered,outcomes_notes,study_design_classified_as,study_design_matches_include_list,study_design_matches_exclude_list,other_estimated_sample_size,other_sample_size_ok,other_year_of_publication,other_within_year_range,other_language,other_language_allowed
42050760,exclude,0,"The study is excluded due to fundamental mismatches in the intervention (GATA2 mutations vs TKI maintenance), comparator (GATA2 wild-type vs no TKI maintenance), and population (includes MDS, missing FLT3-ITD).",intervention | comparator | population,wrong_intervention | wrong_comparator | wrong_population,"The study investigates GATA2 mutations, not tyrosine kinase inhibitor (TKI) maintenance therapy. | The study compares GATA2 mutated patients to wild-type GATA2 patients, not TKI maintenance to no TKI maintenance. | The study population includes patients with myelodysplastic syndromes (MDS), which is an exclusion criterion, and does not specify FLT3-ITD mutation status.",acute myeloid leukemia | AML | allogeneic hematopoietic stem cell transplantation | allo-HSCT,adults | FLT3-ITD,myelodysplastic syndrome | MDS,,,True,False,,True,"Comparator is wild-type GATA2, not 'no TKI maintenance'.",overall survival | OS,False,"Overall survival is reported, but other critical criteria are not met.",retrospective case-control study,True,False,53,,,,English,True
35447373,exclude,1,"The study is excluded due to significant mismatches in population (children/AYAs with CML instead of adults with FLT3-ITD AML), intervention (pretransplant TKI, not maintenance), and comparator (no comparison of TKI maintenance vs no TKI maintenance).",population | intervention | comparator,wrong_population | wrong_intervention | wrong_comparator,"The study population consists of children and adolescents/young adults with chronic myeloid leukemia (CML), not adults with FLT3-ITD-mutated acute myeloid leukemia (AML). | The study discusses pretransplant TKI therapy and the decision to continue TKI, but does not evaluate TKI maintenance therapy as the primary intervention. | The study does not compare TKI maintenance therapy to no TKI maintenance; instead, it compares different transplant sources and conditioning regimens.",allogeneic HSCT,adults | FLT3-ITD | acute myeloid leukemia | AML,children | pediatric | other leukemia,,,True,False,,True,"Study compares transplant sources and conditioning regimens, not TKI maintenance vs no TKI maintenance.",overall survival | OS | chronic GVHD,False,Overall survival and GVHD are reported.,observational study,True,False,200,True,,,English,True
32518943,exclude,0,"The study is an editorial/review, not a primary research study, and lacks the specific intervention, comparator, and detailed population (FLT3-ITD mutation) required by the eligibility criteria. It is clearly excluded on multiple major domains.",study_design | comparator | intervention | population,wrong_design | missing_required_comparator | wrong_intervention | wrong_population,"The study is an opinion piece/editorial describing an approach to treatment ('How I treat...'), which is explicitly excluded by the study design criteria. | The study does not describe a comparative analysis with a 'no TKI maintenance' arm or any other specified comparator. It is a descriptive article. | The abstract discusses general treatment approaches for relapsed/refractory AML and 'new agents' but does not specifically mention 'tyrosine kinase inhibitor maintenance' or 'FLT3 inhibitor maintenance'. | While acute myeloid leukemia (AML) and allogeneic hematopoietic cell transplantation are mentioned, the critical 'FLT3-ITD' mutation is not specified in the abstract.",acute myeloid leukemia | AML | allogeneic stem-cell transplantation,adults | FLT3-ITD,,,,True,False,,True,The study is a descriptive article and does not present a comparative study with a control arm.,,False,The abstract mentions '5-year overall survival rates' in a general context but does not report specific outcomes for a defined intervention within the study itself.,editorial/review,False,True,,,,,English,True
36351633,exclude,1,"The study is excluded due to multiple major mismatches, including study design (appears to be a review), lack of specific intervention (TKI maintenance), absence of a comparator group, and no mention of required outcomes. The population is partially matched but not fully specific (e.g., 'FLT3-ITD' not explicitly stated).",study_design | intervention | comparator | outcomes,wrong_design | wrong_intervention | missing_required_comparator | no_required_outcome,"The study appears to be a narrative review or commentary on gene diagnosis and molecular target drug development in AML, not an original research study (e.g., RCT, cohort, observational) as required. | The study discusses tyrosine kinase inhibitors (TKIs) in general treatment of AML but does not specify TKI maintenance therapy after allogeneic stem-cell transplantation. | The study does not describe a comparative arm of 'no TKI maintenance' or equivalent; it is a descriptive paper without a comparator group. | No specific required outcomes such as relapse-free survival, overall survival, or graft-versus-host disease are mentioned in the abstract.",acute myeloid leukemia | AML | allogeneic hematopoietic cell transplantation | FLT3,adults | FLT3-ITD,,,,True,False,,True,No comparator arm described; study is descriptive/review.,,False,"General terms like 'prognosis' and 'treatment outcomes' are mentioned, but not specific required outcomes.",review/commentary,False,True,,,,,English,True
38776229,exclude,0,"The study is excluded due to multiple fundamental mismatches including the wrong patient population, wrong intervention type, absence of a required comparator, and an excluded study design (case series).",population | intervention | comparator | study_design,wrong_population | wrong_intervention | missing_required_comparator | wrong_design,"The study population is T-cell acute lymphoblastic leukemia/lymphoblastic lymphoma (T-ALL/LBL), which is not FLT3-ITD-mutated acute myeloid leukemia (AML) as required. | The intervention is chidamide maintenance therapy (a histone deacetylase inhibitor), not a tyrosine kinase inhibitor (TKI) or FLT3 inhibitor maintenance therapy as required. | The study is a single-arm retrospective analysis of six patients, and no comparator group (e.g., 'no TKI maintenance') is present, while a comparator is required and single-arm studies are not accepted. | The study is a retrospective analysis of six patients, which is classified as a case series, an excluded study design.",adults | allogeneic stem cell transplantation,FLT3-ITD | acute myeloid leukemia | AML,other leukemia,,non-TKI maintenance,True,False,,True,"Study is single-arm, no comparator group mentioned.",overall survival | OS | graft-versus-host disease | GVHD | progression-free survival,False,"Overall survival, progression-free survival, and GVHD are reported.",case series,False,True,6,True,,,English,True
25314772,exclude,0,"Study is a clinical guideline, which is an excluded study design. It also lacks the specific intervention (TKI maintenance) and population (FLT3-ITD mutation) of interest, and does not present comparative outcomes. The original language is likely Russian, which is not allowed.",study_design | intervention | population | comparator,wrong_design | wrong_intervention | wrong_population | missing_required_comparator,"The study is a clinical guideline, which is explicitly excluded by the eligibility criteria. | The study does not investigate tyrosine kinase inhibitor (TKI) maintenance therapy. | The study population does not specify FLT3-ITD mutation status. | The study is a guideline and does not include a comparative arm with 'no TKI maintenance' or similar.",acute myeloid leukemia | AML | adults | allogeneic stem-cell transplantation,FLT3-ITD,,,,True,False,,True,"Study is a guideline, not a comparative trial.",,False,"No specific outcomes like RFS, OS, or GVHD are reported in the abstract.",guideline,False,True,,,,,Russian,False
36576532,exclude,1,"The study is excluded because the intervention (selinexor) is not a TKI, and it lacks the required comparator arm of 'no TKI maintenance', being a single-arm study or an internal comparison.",intervention | comparator,wrong_intervention | missing_required_comparator,"The intervention studied is selinexor, which is not a tyrosine kinase inhibitor (TKI) as required by the eligibility criteria. | The study is a single-arm phase II trial or compares molecular response within the treated group, and does not include a comparator arm of 'no TKI maintenance' as required. The eligibility criteria do not accept single-arm studies.",acute myeloid leukemia | AML | allogeneic stem cell transplantation,adults | FLT3-ITD,,,non-TKI maintenance,True,False,,True,"Study is a single-arm phase II trial or compares within the treated group, lacking a defined control arm.",Overall survival | OS,False,Overall survival (OS) is reported.,phase II trial,True,False,15,True,,,English,True
33257285,exclude,0,"The study is excluded because the population is pediatric and lacks the specific FLT3-ITD mutation, and the intervention is not TKI maintenance therapy. The comparator also does not match the PICO.",population | intervention | comparator,wrong_population | wrong_intervention | wrong_comparator,"The study population consists of pediatric patients (age ≤ 18 years) with Acute Megakaryoblastic Leukemia (AMKL), while the PICO requires adults with FLT3-ITD-mutated acute myeloid leukemia (AML). | The study does not investigate tyrosine kinase inhibitor (TKI) maintenance therapy; instead, it focuses on hematopoietic stem cell transplantation (HSCT) versus conventional chemotherapy. | The study's comparison is between allogeneic HSCT and conventional chemotherapy, which does not align with the required comparator of 'no TKI maintenance' for TKI maintenance therapy.",acute myeloid leukemia | AML | allogeneic stem-cell transplantation,adults | FLT3-ITD,pediatric | children,,,True,False,,True,"The study compares allogeneic HSCT to conventional chemotherapy, which is not the required comparator for TKI maintenance.",overall survival | event-free survival,False,Overall survival and event-free survival (similar to RFS) are reported.,retrospective study,True,False,40,True,,,English,True
35877996,exclude,0,"The study is excluded due to fundamental mismatches in population (ALL vs AML, Ph+ vs FLT3-ITD), intervention (allo-HCT vs TKI maintenance), and comparator.",population | intervention | comparator,wrong_population | wrong_intervention | wrong_comparator,"The study population is 'Philadelphia chromosome-positive (Ph+) acute lymphoblastic leukemia (ALL)', which does not match the required 'FLT3-ITD-mutated acute myeloid leukemia (AML)'. | The study investigates 'allogeneic hematopoietic cell transplantation (allo-HCT)' as the intervention, not 'tyrosine kinase inhibitor (TKI) maintenance therapy'. TKIs are mentioned as part of induction, not the primary intervention of interest for maintenance. | The study compares 'allo-HCT' to 'non-HCT treatment', which is not the required 'no TKI maintenance'.",adults | allogeneic hematopoietic cell transplantation,FLT3-ITD | acute myeloid leukemia | AML,other leukemia,,TKI induction,True,False,,True,"The comparator is 'non-HCT treatment' for allo-HCT, not related to TKI maintenance.",overall survival | relapse-free survival,False,Overall survival and relapse-free survival are reported.,retrospective cohort study,True,False,230,True,,,English,True
38231480,exclude,0,"This study is a pre-clinical (in vitro and animal) investigation of a novel FLT3 inhibitor, not a human clinical study on TKI maintenance therapy after allogeneic stem-cell transplantation. It fails on multiple critical eligibility criteria including study design, population, intervention, comparator, and outcomes.",study_design | other | population | intervention | comparator | outcomes,wrong_design | non_human | wrong_population | wrong_intervention | wrong_comparator | no_required_outcome,"The study describes in vitro and animal (mouse xenograft) experiments, which are explicitly excluded by the study design criteria. It is not a human clinical trial, cohort, or observational study. | The study is primarily an in vitro and animal study, violating the 'humans_only' criterion. | The study population does not specify 'adults' or 'allogeneic stem-cell transplantation'. It focuses on FLT3-ITD AML in general, including cell lines and mouse models. | The intervention is foretinib as a FLT3 inhibitor for treating AML, not specifically 'TKI maintenance therapy' after allogeneic stem-cell transplantation. | The study compares foretinib to other FLT3 inhibitors (quizartinib and gilteritinib) or evaluates its activity against secondary mutations, not 'no TKI maintenance' or 'observation'. | The study reports 'survival of mice' and inhibition of proliferation/apoptosis, but not human 'relapse-free survival', 'overall survival', or 'graft-versus-host disease'.",acute myeloid leukemia | AML | FLT3-ITD,adults | allogeneic stem-cell transplantation,,FLT3 inhibitor,,True,False,,True,"Study compares active FLT3 inhibitors, not 'no TKI maintenance'.",,False,"Outcomes are mouse survival and in vitro cellular effects, not human RFS, OS, or GVHD.",in vitro and animal study,False,True,,,,,English,True
35474239,exclude,1,"The study is excluded primarily because the intervention is not a TKI, the population lacks the specific FLT3-ITD mutation, and there is no clear comparator arm of 'no TKI maintenance'. Despite some population and outcome terms matching, these core PICO elements are not met.",intervention | population | comparator,wrong_intervention | wrong_population | missing_required_comparator,"The study's maintenance treatment is decitabine, which is a hypomethylating agent, not a tyrosine kinase inhibitor (TKI) or FLT3 inhibitor as required by the intervention criteria. | The study population does not specify FLT3-ITD mutated acute myeloid leukemia (AML) patients, which is a critical component of the required population. | The study is descriptive and observes a small subgroup receiving decitabine maintenance; it does not include a clear comparator arm of 'no TKI maintenance' as required.",acute myeloid leukemia | AML | allogeneic hematopoietic stem cell transplantation | allo-HSCT,adults | FLT3-ITD,,,non-TKI maintenance,True,False,,True,"The study describes outcomes for a small subgroup receiving decitabine maintenance, but lacks a structured comparator arm of 'no TKI maintenance'.",overall survival | OS | recurrence-free survival,False,Overall survival and recurrence-free survival (relapse-free survival) are reported.,cohort study,True,False,118,True,2022,,English,True
38978049,exclude,1,"The study is primarily an in vitro and animal model investigation, which violates the 'humans_only' criterion and is explicitly excluded by study design. The population, intervention context, and comparator also do not match the eligibility criteria.",study_design | other | population | intervention | comparator,animal_in_vitro_study | non_human | wrong_population | wrong_intervention_context | wrong_comparator,"The study is primarily an in vitro and animal (mouse) study, which is explicitly excluded by the eligibility criteria. | The study includes experiments on cell lines and mouse models, violating the 'humans_only' criterion. | The study population is not restricted to adults with FLT3-ITD AML who have undergone allogeneic stem-cell transplantation; it includes cell lines and mouse models. | The study investigates a TKI but does not specify its use as 'maintenance therapy' after allogeneic stem-cell transplantation. | The study compares ningetinib to other TKIs (gilteritinib and quizartinib), not to 'no TKI maintenance' or 'observation' as required.",FLT3-ITD | acute myeloid leukemia | AML,adults | allogeneic stem-cell transplantation,,TKI,,True,False,,True,"Study compares one TKI to other TKIs, not to 'no TKI maintenance' or similar.",,False,"Survival is mentioned for mouse models, but no specific required human outcomes like RFS, OS, or GVHD are reported for the intervention.",in vitro and animal study,False,True,,,,,English,True
37581458,exclude,1,"The study is excluded due to significant mismatches in population (cGVHD instead of FLT3-ITD AML), intervention (TKI treatment for cGVHD instead of TKI maintenance for AML), and comparator (comparison between TKIs instead of TKI maintenance vs. no TKI maintenance).",population | intervention | comparator,wrong_population | wrong_intervention | wrong_comparator,"The study population consists of patients with chronic graft-versus-host disease (cGVHD), not FLT3-ITD-mutated acute myeloid leukemia (AML). | The intervention is TKI treatment for cGVHD, not TKI maintenance therapy for AML. | The study compares different TKIs against each other for cGVHD treatment, which does not match the required comparator of 'no TKI maintenance'.",allogeneic stem-cell transplantation,adults | FLT3-ITD | acute myeloid leukemia | AML,,,,True,False,,True,"Study compares different TKI treatments for cGVHD, not TKI maintenance vs. no TKI maintenance.",overall survival | GVHD,False,"Overall survival and GVHD are mentioned, but in the context of cGVHD treatment.",cohort study,True,False,43,True,,,English,True
40126789,exclude,0,"The study is excluded due to fundamental mismatches in population (wrong disease, wrong transplantation context, includes excluded conditions), intervention (microtransplantation vs TKI), and the absence of a required comparator group (single-arm study).",population | intervention | comparator,wrong_population | wrong_intervention | missing_required_comparator,"The study population includes patients with myelodysplastic syndromes and chronic myelomonocytic leukaemia, which are explicitly excluded. It also focuses on patients ineligible for regular allogeneic stem cell transplantation, rather than those who have undergone it, and does not specify FLT3-ITD mutation status. | The intervention studied is 'microtransplantation', which is a cellular therapy, not a tyrosine kinase inhibitor (TKI) maintenance therapy as required. | The study is a single-arm retrospective study of patients receiving microtransplantation, with no comparator group. The eligibility criteria require a comparator and do not accept single-arm studies.",acute myeloid leukaemia,adults | FLT3-ITD | allogeneic stem-cell transplantation,myelodysplastic syndrome | other leukemia,,,True,False,,True,"Study is a single-arm retrospective study, no comparator arm present.",graft versus host disease | Relapses or progressions,False,Graft versus host disease and relapse-related outcomes are mentioned.,retrospective study,True,False,18,True,,,English,True
37647654,exclude,1,"The study is excluded because the population, intervention, and comparator do not align with the PICO's requirement for TKI maintenance therapy after allogeneic stem-cell transplantation. The study focuses on pre-transplant TKI induction and maintenance that excludes post-HCT patients.",population | intervention | comparator,wrong_population | wrong_intervention | wrong_comparator,"The study population consists of newly diagnosed FLT3-ITD AML patients receiving pre-transplant induction and consolidation, with maintenance therapy explicitly excluding post-HCT patients. The PICO requires patients who have undergone allogeneic stem-cell transplantation. | The intervention is sorafenib combined with intensive induction chemotherapy, not TKI maintenance therapy after allogeneic stem-cell transplantation as required by the PICO. | The comparator is placebo combined with intensive induction chemotherapy, not 'no TKI maintenance' after allogeneic stem-cell transplantation as required by the PICO.",adults | FLT3-ITD | acute myeloid leukemia | AML,allogeneic stem-cell transplantation,,,TKI induction,True,False,,True,"Comparator is placebo during induction, not 'no TKI maintenance' post-transplant.",overall survival | OS | event-free survival,False,Overall survival and event-free survival are reported.,randomized controlled trial,True,False,102,True,,,English,True
40839405,exclude,1,"The study is excluded primarily due to the absence of a required comparator group and the intervention not being TKI maintenance therapy after allo-SCT. While the population and outcomes have some overlap, these core mismatches are critical.",comparator | intervention,missing_required_comparator | wrong_intervention,"The study is a single-arm real-world study evaluating gilteritinib and does not include a comparator group such as 'no TKI maintenance', which is required by the eligibility criteria. | The intervention described is gilteritinib as bridging therapy to allo-SCT or for relapse after allo-SCT, not specifically 'TKI maintenance therapy' after allo-SCT as required by the PICO.",FLT3-mutated acute myeloid leukemia | AML | allogeneic stem cell transplantation | allo-SCT | patients,,,,,True,False,,True,"Study is single-arm, no comparator group present.",overall survival | OS,False,Overall survival is reported.,observational study,True,False,205,True,,,English,True
39706127,exclude,1,"The study is excluded due to significant mismatches in population, intervention, and the absence of a required comparator group. While GVHD is a relevant outcome and the study design is acceptable, the core PICO elements are not met.",population | intervention | comparator,wrong_population | wrong_intervention | missing_required_comparator,"The study population consists of patients with corticosteroid-resistant chronic graft-versus-host disease, not FLT3-ITD-mutated acute myeloid leukemia. | The intervention is ibrutinib treatment for established chronic GVHD, not tyrosine kinase inhibitor maintenance therapy for acute myeloid leukemia. | The study is a single-arm retrospective analysis and does not include a comparator group, which is required by the eligibility criteria.",adults | allogeneic stem-cell transplantation,FLT3-ITD | acute myeloid leukemia | AML,,,,True,False,,True,Study is a single-arm retrospective analysis of ibrutinib treatment outcomes for cGVHD.,graft-versus-host disease,False,"Chronic GVHD is a primary focus of the study, which is a required outcome.",retrospective analysis,True,False,24,True,,,English,True
9916638,exclude,1,"The study is excluded due to significant mismatches in population (missing FLT3-ITD), intervention (no TKI maintenance), and comparator (no comparison to 'no TKI maintenance'). The comparator mismatch alone is a gating criterion for exclusion.",population | intervention | comparator,wrong_population | wrong_intervention | missing_required_comparator,"The study population does not specify FLT3-ITD mutated AML, which is a critical inclusion criterion. It also includes other diseases like SAA, ALL, CML, and NHL. | The study does not investigate tyrosine kinase inhibitor (TKI) maintenance therapy. It mentions cyclosporin-A and methotheraxe for GVHD prevention, and conventional chemotherapy and interferon maintenance for one relapsed patient. | The study is a descriptive single-institution experience and does not include a comparator arm of 'no TKI maintenance' for the specified intervention.",acute myeloid leukemia | AML | allogeneic marrow transplantation,FLT3-ITD | adults,,,,True,False,,True,"Study describes outcomes of various transplantation activities, not a comparison of TKI maintenance vs no TKI maintenance.",overall survival | leukaemia- or lymphoma-free survivors | GVHD,False,"Overall survival, relapse-free survival (as leukaemia- or lymphoma-free survivors), and GVHD are mentioned.",observational study,True,False,62,True,,,English,True
29431743,exclude,1,"The study is excluded due to multiple critical mismatches, including study design (animal/in vitro), lack of a required clinical comparator, inclusion of animal models, and the intervention not being clearly maintenance therapy in a clinical context.",study_design | comparator | other | intervention | outcomes,wrong_design | missing_required_comparator | non_human | wrong_intervention_context | no_required_outcome,"The study is primarily an animal study and in vitro/mechanistic study, which are explicitly excluded by the eligibility criteria. It is not a clinical trial, cohort, or observational study. | The study is mechanistic and experimental, lacking a comparative clinical arm of 'no TKI maintenance' as required by the eligibility criteria. | The study includes extensive animal models, violating the 'humans only' criterion. | While sorafenib is a TKI, the study investigates its mechanism and effect on AML relapse, not explicitly its use as 'maintenance therapy' after allogeneic stem-cell transplantation. | The study focuses on mechanistic outcomes (IL-15 production, T cell response, GVL activity) and survival in mouse models, not the required clinical outcomes of relapse-free survival, overall survival, or graft-versus-host disease risk in humans in a comparative setting.",acute myeloid leukemia | AML | FLT3-ITD | allogeneic hematopoietic cell transplantation | allo-HCT,,,tyrosine kinase inhibitor | sorafenib,,True,False,,True,"Study is mechanistic and experimental, not a comparative clinical study with a 'no TKI maintenance' arm.",,False,"Outcomes are primarily mechanistic (IL-15 production, T cell response, GVL activity) and survival in mouse models, not clinical RFS, OS, or GVHD risk in humans.","animal study, in vitro study, mechanistic study",False,True,,,,,English,True
38879112,exclude,0,"This study is a pre-clinical, in vitro investigation into the metabolism of leukemic cells and drug resistance, not a clinical study on human patients receiving TKI maintenance post-transplant. It fails to meet multiple core eligibility criteria.",population | intervention | comparator | outcomes | study_design | other,wrong_population | wrong_intervention | missing_required_comparator | no_required_outcome | wrong_design | non_human,"The study investigates 'leukemic cells' and 'various models of persistent leukemia' in a laboratory setting, not human patients with FLT3-ITD AML who have undergone allogeneic stem-cell transplantation. | The study examines FLT3 inhibitors and L-asparaginase in the context of eradicating leukemic cells and resistance, not specifically TKI maintenance therapy post-transplantation. | The study is pre-clinical and does not include a clinical comparator arm such as 'no TKI maintenance' or 'observation'. | The study focuses on 'persistence of leukemic cells' and 'development of resistance', not clinical outcomes like relapse-free survival, overall survival, or graft-versus-host disease. | The study uses 'biochemical and metabolomics approaches' and 'various models of persistent leukemia', indicating an in vitro or pre-clinical study, which is excluded. | The study is conducted on 'leukemic cells' and 'models', not human subjects, violating the 'humans_only' criterion.",acute myeloid leukemia | AML | FLT3,adults | FLT3-ITD | allogeneic stem-cell transplantation,,tyrosine kinase inhibitor | TKI | FLT3 inhibitor,,True,False,,True,"Pre-clinical study, no clinical comparator arm present.",,False,"Outcomes relate to cell persistence and resistance, not clinical survival or GVHD.",in vitro study,False,True,,,,,English,True
29304116,exclude,1,"The study is excluded due to multiple critical mismatches: the intervention is salvage therapy not maintenance, it lacks a required comparator group, and the study design is a case series, which is excluded.",intervention | comparator | study_design,wrong_intervention_type | missing_required_comparator | wrong_design,"The study investigates tyrosine kinase inhibitor (TKI) as salvage therapy for relapse, not as maintenance therapy after allogeneic stem-cell transplantation as required by the criteria. | The study is a single-arm case series describing three patients and lacks a comparator group, which is a required component of the eligibility criteria. | The study is a case series (three patients), which is explicitly listed as an excluded study design.",FLT3 ITD | acute myeloid leukemia | AML | allogeneic haematopoietic stem cell transplantation | alloHSCT,adults,,,,True,False,,True,"Study is a single-arm case series, no comparator arm for clinical outcomes.",graft-versus-host disease | cGvHD,False,"Graft-versus-host disease is mentioned, but the primary focus seems to be on immunological effects and adverse events.",case series,False,True,3,,,,English,True
37418118,exclude,0,"The study is a review article, which is explicitly excluded by the study design criteria. Additionally, it lacks a specific comparator arm and the population and intervention are too broad for the PICO question.",study_design | comparator | population | intervention,wrong_design | missing_required_comparator | wrong_population | wrong_intervention,"The study is identified as a 'Progress in Hematology (PIH)' and states that therapies 'are reviewed in this PIH', indicating it is a review article, which is an exclusion criterion. | As a review article, the study does not present a primary comparison between TKI maintenance and no TKI maintenance, thus lacking the required comparator arm. | The study population is broadly described as 'hematological malignancies' after 'allogeneic hematopoietic stem cell transplantation' but does not specify 'adults', 'FLT3-ITD', or 'acute myeloid leukemia (AML)'. | The intervention is described as 'maintenance therapies' and 'Molecularly targeted drugs', which is too broad and does not specifically focus on 'tyrosine kinase inhibitor (TKI) maintenance therapy' as the primary intervention.",allogeneic hematopoietic stem cell transplantation,adults | FLT3-ITD | acute myeloid leukemia | AML,,,,True,False,,True,Study is a review and does not present a primary comparator arm.,relapse,False,"Mentions 'reduce the risk of relapse' and 'outcomes', which could relate to RFS/OS, but not explicitly stated.",review,False,True,,,,,English,True
20966165,exclude,0,"The study is a review focusing on chronic myeloid leukemia, which is a different disease than the one specified in the PICO. It also lacks a comparative design and specific outcomes relevant to the question.",population | intervention | comparator | outcomes | study_design,wrong_population | wrong_intervention | missing_required_comparator | no_required_outcome | wrong_design,"The study focuses on 'chronic myeloid leukemia (CML)', which is explicitly excluded as 'other leukemia'. The required population is 'FLT3-ITD-mutated acute myeloid leukemia (AML)'. | The study mentions 'tyrosine kinase inhibitors' but does not specify 'maintenance therapy' in the context of the PICO question, which is 'TKI maintenance therapy'. | The study does not describe a comparative study with a 'no TKI maintenance' arm or similar. It appears to be a general review, not a comparative trial. | The abstract does not mention any of the required outcomes such as 'relapse-free survival', 'overall survival', or 'graft-versus-host disease'. | The study appears to be a review or historical perspective, indicated by the title 'what have we learned?', which is an excluded study design.",hematopoietic stem cell transplantation,FLT3-ITD | acute myeloid leukemia | AML,other leukemia,,,True,False,,True,No specific comparator arm described; study appears to be a review.,,False,"No specific required outcomes (RFS, OS, GVHD) are mentioned.",review,False,True,,,,,English,True
39265176,exclude,1,"The study is excluded primarily due to the absence of a required comparator group (it's a single-arm study) and significant mismatches in both the population (not post-transplant) and intervention (treatment for relapsed/refractory disease, not maintenance).",population | intervention | comparator,wrong_population | wrong_intervention | missing_required_comparator,"The study population is patients with relapsed or refractory FLT3-mutant AML, not specifically those who have undergone allogeneic stem-cell transplantation as required by the PICO. | The intervention is gilteritinib for relapsed or refractory disease, not TKI maintenance therapy after allogeneic stem-cell transplantation. | The study is a single-arm cohort study and lacks a comparator group, which is required by the eligibility criteria and does not accept single-arm designs.",adults | FLT3-mutant AML | acute myeloid leukemia,allogeneic stem-cell transplantation,,,,True,False,,True,Study is a single-arm cohort; no comparator group present.,overall survival,False,Overall survival is reported.,cohort study,True,False,152,True,,,English,True
38616308,exclude,1,"The study is excluded due to significant mismatches in both the target population (Ph+ ALL instead of FLT3-ITD AML, and timing of allo-HSCT) and the comparator group.",population | comparator,wrong_population | wrong_comparator,"The study population is adults with Philadelphia chromosome-positive acute lymphoblastic leukemia (Ph+ ALL), not FLT3-ITD-mutated acute myeloid leukemia (AML) as required by the PICO. Additionally, the PICO requires patients who have already undergone allogeneic stem-cell transplantation, whereas this study describes allo-HSCT as a subsequent treatment option. | The study compares a TKI-based cohort with an allo-HSCT cohort. The required comparator is 'no TKI maintenance', 'observation', 'placebo', or 'standard of care without TKI', none of which are present.",adults,FLT3-ITD | acute myeloid leukemia | AML | allogeneic stem-cell transplantation,other leukemia,tyrosine kinase inhibitor maintenance | TKI maintenance,,True,False,,True,"Study compares TKI-based cohort with allo-HSCT cohort, which does not match the required 'no TKI maintenance' comparator.",overall survival | OS,False,Overall survival and disease-free survival (similar to relapse-free survival) are reported.,clinical trial,True,False,22,True,2023,,English,True
33830026,exclude,1,"The study is excluded due to significant mismatches in population (ALL vs AML), intervention (no TKI maintenance), and comparator (observational cohort without the required comparison).",population | intervention | comparator,wrong_population | wrong_intervention | missing_required_comparator,"The study population is 'Acute Lymphoblastic Leukemia (ALL)', not 'Acute Myeloid Leukemia (AML)' as required by the eligibility criteria. | The study does not investigate 'tyrosine kinase inhibitor (TKI) maintenance therapy'. It discusses 'modern targeted therapies' (e.g., rituximab, blinatumomab) and general 'maintenance strategies' but not TKI maintenance. | The study is an observational cohort analysis and does not compare TKI maintenance therapy to no TKI maintenance, which is a required comparator.",adults | allogeneic stem-cell transplantation,FLT3-ITD | acute myeloid leukemia | AML,other leukemia,,,True,False,,True,"Study is an observational cohort, not comparing TKI maintenance to no TKI maintenance.",overall survival | relapse-free survival,False,Overall survival and graft-versus-host disease/relapse-free survival are reported.,cohort study,True,False,261,True,,,English,True
39489220,exclude,0,"This study is an analysis of the representativeness of participants in various BMT CTN clinical trials, not a study evaluating the effectiveness of TKI maintenance therapy in FLT3-ITD AML patients post-allo-SCT. It does not address the PICO elements of intervention, comparator, or clinical outcomes.",population | intervention | comparator | outcomes | study_design,wrong_population | wrong_intervention | no_comparator | no_required_outcome | wrong_design,"The study analyzes the representativeness of participants in various clinical trials, not the clinical outcomes in the specified patient population (adults with FLT3-ITD-mutated AML post-allo-SCT). | The study does not evaluate tyrosine kinase inhibitor maintenance therapy; it is an analysis of trial accrual and participant demographics. | The study is not a comparative clinical trial and does not have an intervention vs. no TKI maintenance comparator arm. | The study reports on demographic representation (race, ethnicity, age, sex) in trials, not clinical outcomes such as relapse-free survival, overall survival, or graft-versus-host disease. | The study is an analysis of clinical trial accrual and representativeness, not a clinical trial or observational study evaluating an intervention's effectiveness.",,adults | FLT3-ITD | acute myeloid leukemia | AML | allogeneic stem-cell transplantation,,,,True,False,,True,"The study is an analysis of trial accrual, not a comparative clinical trial with an intervention and comparator arm.",,False,"Outcomes reported are related to trial participant demographics (race, ethnicity, age, sex), not clinical survival or GVHD.",observational study (analysis of trial accrual),False,False,,,,,English,True
33857784,exclude,1,The study is excluded because it lacks the required comparator arm of 'no TKI maintenance' and does not explicitly confirm the FLT3-ITD mutation status for the TKI maintenance subgroup.,comparator | population,missing_required_comparator | missing_population_characteristic,"The study describes a cohort of patients receiving TKI maintenance but does not include a comparator arm of 'no TKI maintenance', and single-arm studies are not accepted. | The abstract does not explicitly state that the patients receiving TKI maintenance were FLT3-ITD mutated, which is a required population characteristic.",adults | acute myeloid leukemia | AML | allogeneic stem-cell transplantation | allo-HCT,FLT3-ITD,,sorafenib | post-transplant maintenance,,True,False,,True,"Study describes a cohort receiving maintenance, but does not compare TKI maintenance to no TKI maintenance.",overall survival | OS | leukemia-free survival | LFS,False,Overall survival and leukemia-free survival (a proxy for relapse-free survival) are reported.,retrospective cohort study,True,False,6,True,,,English,True
